FeatureCode,DateCode,Measurement,Units,Value,Tenure
E08000024,2022 Q1,Completions,building-completions,0,Local Authority
E08000024,2022 Q1,Completions,building-completions,160,Private Enterprise
E08000024,Year ending 2022-03-31,Completions,building-completions,660,Private Enterprise
E08000024,2022 Q2,Completions,building-completions,200,Private Enterprise
E08000024,Year ending 2022-06-30,Completions,building-completions,690,Private Enterprise
E08000024,Year ending 2022-09-30,Completions,building-completions,730,Private Enterprise
E08000024,2022 Q3,Completions,building-completions,200,Private Enterprise
E08000024,Year ending 2022-09-30,Completions,building-completions,780,All
E08000024,2022 Q3,Completions,building-completions,200,All
E08000024,2022 Q1,Completions,building-completions,160,All
E08000024,Year ending 2022-03-31,Completions,building-completions,730,All
E08000024,Year ending 2022-06-30,Completions,building-completions,760,All
E08000024,2022 Q2,Completions,building-completions,220,All
E06000005,Year ending 2022-03-31,Completions,building-completions,10,Housing Association
E06000005,2022 Q1,Completions,building-completions,0,Housing Association
E06000005,Year ending 2022-09-30,Completions,building-completions,10,Housing Association
E06000005,2022 Q3,Completions,building-completions,0,Housing Association
E06000005,Year ending 2022-06-30,Completions,building-completions,10,Housing Association
E06000005,2022 Q2,Completions,building-completions,0,Housing Association
E06000005,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000005,2022 Q3,Completions,building-completions,60,Local Authority
E06000005,Year ending 2022-09-30,Completions,building-completions,60,Local Authority
E06000005,2022 Q2,Completions,building-completions,0,Local Authority
E06000005,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000005,2022 Q1,Completions,building-completions,0,Local Authority
E06000005,2022 Q1,Completions,building-completions,90,Private Enterprise
E06000005,Year ending 2022-03-31,Completions,building-completions,400,Private Enterprise
E06000005,2022 Q2,Completions,building-completions,100,Private Enterprise
E06000005,Year ending 2022-06-30,Completions,building-completions,390,Private Enterprise
E06000005,Year ending 2022-09-30,Completions,building-completions,420,Private Enterprise
E06000005,2022 Q3,Completions,building-completions,120,Private Enterprise
E06000005,Year ending 2022-09-30,Completions,building-completions,480,All
E06000005,2022 Q3,Completions,building-completions,180,All
E06000005,2022 Q1,Completions,building-completions,90,All
E06000005,Year ending 2022-03-31,Completions,building-completions,410,All
E06000005,Year ending 2022-06-30,Completions,building-completions,400,All
E06000005,2022 Q2,Completions,building-completions,100,All
E07000166,2022 Q1,Completions,building-completions,0,Housing Association
E07000166,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E07000166,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E07000166,2022 Q3,Completions,building-completions,0,Housing Association
E07000166,2022 Q2,Completions,building-completions,0,Housing Association
E07000166,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E07000166,2022 Q2,Completions,building-completions,0,Local Authority
E07000166,2022 Q3,Completions,building-completions,0,Local Authority
E07000166,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000166,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000166,2022 Q1,Completions,building-completions,0,Local Authority
E07000166,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000166,Year ending 2022-03-31,Completions,building-completions,40,Private Enterprise
E07000166,2022 Q1,Completions,building-completions,10,Private Enterprise
E07000166,Year ending 2022-06-30,Completions,building-completions,40,Private Enterprise
E07000166,2022 Q2,Completions,building-completions,20,Private Enterprise
E07000166,Year ending 2022-09-30,Completions,building-completions,50,Private Enterprise
E07000166,2022 Q3,Completions,building-completions,20,Private Enterprise
E07000166,Year ending 2022-09-30,Completions,building-completions,50,All
E07000166,2022 Q3,Completions,building-completions,20,All
E07000166,Year ending 2022-03-31,Completions,building-completions,40,All
E07000166,2022 Q1,Completions,building-completions,10,All
E07000166,2022 Q2,Completions,building-completions,20,All
E07000166,Year ending 2022-06-30,Completions,building-completions,40,All
E07000164,2022 Q1,Completions,building-completions,10,Housing Association
E07000164,Year ending 2022-03-31,Completions,building-completions,50,Housing Association
E07000164,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E07000164,2022 Q3,Completions,building-completions,10,Housing Association
E07000164,2022 Q2,Completions,building-completions,10,Housing Association
E07000164,Year ending 2022-06-30,Completions,building-completions,50,Housing Association
E07000164,2022 Q2,Completions,building-completions,0,Local Authority
E07000164,2022 Q3,Completions,building-completions,0,Local Authority
E07000164,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000164,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000164,2022 Q1,Completions,building-completions,0,Local Authority
E07000164,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000164,Year ending 2022-03-31,Completions,building-completions,390,Private Enterprise
E07000164,2022 Q1,Completions,building-completions,80,Private Enterprise
E07000164,Year ending 2022-06-30,Completions,building-completions,390,Private Enterprise
E07000164,2022 Q2,Completions,building-completions,110,Private Enterprise
E07000164,Year ending 2022-09-30,Completions,building-completions,430,Private Enterprise
E07000164,2022 Q3,Completions,building-completions,140,Private Enterprise
E07000164,Year ending 2022-09-30,Completions,building-completions,470,All
E07000164,2022 Q3,Completions,building-completions,150,All
E07000164,Year ending 2022-03-31,Completions,building-completions,440,All
E07000164,2022 Q1,Completions,building-completions,90,All
E07000164,2022 Q2,Completions,building-completions,120,All
E07000164,Year ending 2022-06-30,Completions,building-completions,440,All
E06000004,2022 Q1,Completions,building-completions,30,Housing Association
E06000004,Year ending 2022-03-31,Completions,building-completions,50,Housing Association
E06000004,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E06000004,2022 Q3,Completions,building-completions,0,Housing Association
E06000004,2022 Q2,Completions,building-completions,10,Housing Association
E06000004,Year ending 2022-06-30,Completions,building-completions,60,Housing Association
E06000004,2022 Q2,Completions,building-completions,0,Local Authority
E06000004,2022 Q3,Completions,building-completions,0,Local Authority
E06000004,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000004,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000004,2022 Q1,Completions,building-completions,0,Local Authority
E06000004,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000004,Year ending 2022-03-31,Completions,building-completions,520,Private Enterprise
E06000004,2022 Q1,Completions,building-completions,100,Private Enterprise
E06000004,Year ending 2022-06-30,Completions,building-completions,520,Private Enterprise
E06000004,2022 Q2,Completions,building-completions,110,Private Enterprise
E06000004,Year ending 2022-09-30,Completions,building-completions,450,Private Enterprise
E06000004,2022 Q3,Completions,building-completions,70,Private Enterprise
E06000004,Year ending 2022-09-30,Completions,building-completions,490,All
E06000004,2022 Q3,Completions,building-completions,70,All
E06000004,Year ending 2022-03-31,Completions,building-completions,580,All
E06000004,2022 Q1,Completions,building-completions,130,All
E06000004,2022 Q2,Completions,building-completions,120,All
E06000004,Year ending 2022-06-30,Completions,building-completions,580,All
E07000167,2022 Q1,Completions,building-completions,20,Housing Association
E07000167,Year ending 2022-03-31,Completions,building-completions,30,Housing Association
E07000167,2022 Q3,Completions,building-completions,10,Housing Association
E07000167,Year ending 2022-09-30,Completions,building-completions,50,Housing Association
E07000167,2022 Q2,Completions,building-completions,10,Housing Association
E07000167,Year ending 2022-06-30,Completions,building-completions,40,Housing Association
E07000167,2022 Q2,Completions,building-completions,0,Local Authority
E07000167,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000167,2022 Q3,Completions,building-completions,0,Local Authority
E07000167,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000167,2022 Q1,Completions,building-completions,0,Local Authority
E07000167,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000167,Year ending 2022-03-31,Completions,building-completions,230,Private Enterprise
E07000167,2022 Q1,Completions,building-completions,50,Private Enterprise
E07000167,Year ending 2022-06-30,Completions,building-completions,210,Private Enterprise
E07000167,2022 Q2,Completions,building-completions,50,Private Enterprise
E07000167,2022 Q3,Completions,building-completions,60,Private Enterprise
E07000167,Year ending 2022-09-30,Completions,building-completions,220,Private Enterprise
E07000167,2022 Q3,Completions,building-completions,70,All
E07000167,Year ending 2022-09-30,Completions,building-completions,270,All
E07000167,Year ending 2022-03-31,Completions,building-completions,260,All
E07000167,2022 Q1,Completions,building-completions,70,All
E07000167,2022 Q2,Completions,building-completions,70,All
E07000167,Year ending 2022-06-30,Completions,building-completions,250,All
E08000017,2022 Q1,Completions,building-completions,10,Housing Association
E08000017,Year ending 2022-03-31,Completions,building-completions,40,Housing Association
E08000017,Year ending 2022-09-30,Completions,building-completions,70,Housing Association
E08000017,2022 Q3,Completions,building-completions,40,Housing Association
E08000017,Year ending 2022-06-30,Completions,building-completions,40,Housing Association
E08000017,2022 Q2,Completions,building-completions,10,Housing Association
E08000017,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000017,2022 Q3,Completions,building-completions,0,Local Authority
E08000017,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000017,2022 Q2,Completions,building-completions,0,Local Authority
E08000017,2022 Q1,Completions,building-completions,0,Local Authority
E08000017,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000017,Year ending 2022-03-31,Completions,building-completions,670,Private Enterprise
E08000017,2022 Q1,Completions,building-completions,140,Private Enterprise
E08000017,2022 Q2,Completions,building-completions,220,Private Enterprise
E08000017,Year ending 2022-06-30,Completions,building-completions,710,Private Enterprise
E08000017,Year ending 2022-09-30,Completions,building-completions,710,Private Enterprise
E08000017,2022 Q3,Completions,building-completions,150,Private Enterprise
E08000017,Year ending 2022-09-30,Completions,building-completions,780,All
E08000017,2022 Q3,Completions,building-completions,190,All
E08000017,Year ending 2022-03-31,Completions,building-completions,710,All
E08000017,2022 Q1,Completions,building-completions,150,All
E08000017,Year ending 2022-06-30,Completions,building-completions,750,All
E08000017,2022 Q2,Completions,building-completions,230,All
E06000013,2022 Q1,Completions,building-completions,0,Housing Association
E06000013,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E06000013,2022 Q3,Completions,building-completions,0,Housing Association
E06000013,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E06000013,2022 Q2,Completions,building-completions,0,Housing Association
E06000013,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E06000013,2022 Q2,Completions,building-completions,0,Local Authority
E06000013,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000013,2022 Q3,Completions,building-completions,0,Local Authority
E06000013,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000013,2022 Q1,Completions,building-completions,0,Local Authority
E06000013,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000013,Year ending 2022-03-31,Completions,building-completions,350,Private Enterprise
E06000013,2022 Q1,Completions,building-completions,110,Private Enterprise
E06000013,Year ending 2022-06-30,Completions,building-completions,430,Private Enterprise
E06000013,2022 Q2,Completions,building-completions,150,Private Enterprise
E06000013,2022 Q3,Completions,building-completions,100,Private Enterprise
E06000013,Year ending 2022-09-30,Completions,building-completions,460,Private Enterprise
E06000013,2022 Q3,Completions,building-completions,100,All
E06000013,Year ending 2022-09-30,Completions,building-completions,460,All
E06000013,Year ending 2022-03-31,Completions,building-completions,350,All
E06000013,2022 Q1,Completions,building-completions,110,All
E06000013,2022 Q2,Completions,building-completions,150,All
E06000013,Year ending 2022-06-30,Completions,building-completions,430,All
E07000171,Year ending 2022-03-31,Completions,building-completions,30,Housing Association
E07000171,2022 Q1,Completions,building-completions,10,Housing Association
E07000171,2022 Q3,Completions,building-completions,30,Housing Association
E07000171,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E07000171,2022 Q2,Completions,building-completions,10,Housing Association
E07000171,Year ending 2022-06-30,Completions,building-completions,20,Housing Association
E07000171,2022 Q2,Completions,building-completions,0,Local Authority
E07000171,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000171,2022 Q3,Completions,building-completions,0,Local Authority
E07000171,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000171,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000171,2022 Q1,Completions,building-completions,0,Local Authority
E07000171,2022 Q1,Completions,building-completions,160,Private Enterprise
E07000171,Year ending 2022-03-31,Completions,building-completions,740,Private Enterprise
E07000171,Year ending 2022-06-30,Completions,building-completions,680,Private Enterprise
E07000171,2022 Q2,Completions,building-completions,200,Private Enterprise
E07000171,2022 Q3,Completions,building-completions,140,Private Enterprise
E07000171,Year ending 2022-09-30,Completions,building-completions,680,Private Enterprise
E07000171,2022 Q3,Completions,building-completions,170,All
E07000171,Year ending 2022-09-30,Completions,building-completions,720,All
E07000171,2022 Q1,Completions,building-completions,160,All
E07000171,Year ending 2022-03-31,Completions,building-completions,760,All
E07000171,2022 Q2,Completions,building-completions,210,All
E07000171,Year ending 2022-06-30,Completions,building-completions,700,All
E08000018,Year ending 2022-03-31,Completions,building-completions,10,Housing Association
E08000018,2022 Q1,Completions,building-completions,0,Housing Association
E08000018,2022 Q3,Completions,building-completions,30,Housing Association
E08000018,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E08000018,2022 Q2,Completions,building-completions,10,Housing Association
E08000018,Year ending 2022-06-30,Completions,building-completions,10,Housing Association
E08000018,2022 Q2,Completions,building-completions,0,Local Authority
E08000018,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000018,2022 Q3,Completions,building-completions,0,Local Authority
E08000018,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000018,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000018,2022 Q1,Completions,building-completions,0,Local Authority
E08000018,2022 Q1,Completions,building-completions,130,Private Enterprise
E08000018,Year ending 2022-03-31,Completions,building-completions,720,Private Enterprise
E08000018,Year ending 2022-06-30,Completions,building-completions,670,Private Enterprise
E08000018,2022 Q2,Completions,building-completions,210,Private Enterprise
E08000018,2022 Q3,Completions,building-completions,130,Private Enterprise
E08000018,Year ending 2022-09-30,Completions,building-completions,670,Private Enterprise
E08000018,2022 Q3,Completions,building-completions,170,All
E08000018,Year ending 2022-09-30,Completions,building-completions,710,All
E08000018,2022 Q1,Completions,building-completions,130,All
E08000018,Year ending 2022-03-31,Completions,building-completions,720,All
E08000018,2022 Q2,Completions,building-completions,210,All
E08000018,Year ending 2022-06-30,Completions,building-completions,680,All
E06000011,Year ending 2022-03-31,Completions,building-completions,250,Housing Association
E06000011,2022 Q1,Completions,building-completions,70,Housing Association
E06000011,Year ending 2022-09-30,Completions,building-completions,300,Housing Association
E06000011,2022 Q3,Completions,building-completions,100,Housing Association
E06000011,Year ending 2022-06-30,Completions,building-completions,260,Housing Association
E06000011,2022 Q2,Completions,building-completions,90,Housing Association
E06000011,Year ending 2022-06-30,Completions,building-completions,10,Local Authority
E06000011,2022 Q3,Completions,building-completions,0,Local Authority
E06000011,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000011,2022 Q2,Completions,building-completions,0,Local Authority
E06000011,Year ending 2022-03-31,Completions,building-completions,10,Local Authority
E06000011,2022 Q1,Completions,building-completions,0,Local Authority
E06000011,2022 Q1,Completions,building-completions,270,Private Enterprise
E06000011,Year ending 2022-03-31,Completions,building-completions,1420,Private Enterprise
E06000011,2022 Q2,Completions,building-completions,480,Private Enterprise
E06000011,Year ending 2022-06-30,Completions,building-completions,1510,Private Enterprise
E06000011,Year ending 2022-09-30,Completions,building-completions,1560,Private Enterprise
E06000011,2022 Q3,Completions,building-completions,350,Private Enterprise
E06000011,Year ending 2022-09-30,Completions,building-completions,1860,All
E06000011,2022 Q3,Completions,building-completions,450,All
E06000011,2022 Q1,Completions,building-completions,330,All
E06000011,Year ending 2022-03-31,Completions,building-completions,1680,All
E06000011,Year ending 2022-06-30,Completions,building-completions,1780,All
E06000011,2022 Q2,Completions,building-completions,560,All
E07000169,Year ending 2022-03-31,Completions,building-completions,40,Housing Association
E07000169,2022 Q1,Completions,building-completions,20,Housing Association
E07000169,2022 Q3,Completions,building-completions,10,Housing Association
E07000169,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E07000169,2022 Q2,Completions,building-completions,10,Housing Association
E07000169,Year ending 2022-06-30,Completions,building-completions,40,Housing Association
E07000169,2022 Q2,Completions,building-completions,0,Local Authority
E07000169,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000169,2022 Q3,Completions,building-completions,0,Local Authority
E07000169,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000169,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000169,2022 Q1,Completions,building-completions,0,Local Authority
E07000169,2022 Q1,Completions,building-completions,70,Private Enterprise
E07000169,Year ending 2022-03-31,Completions,building-completions,400,Private Enterprise
E07000169,Year ending 2022-06-30,Completions,building-completions,390,Private Enterprise
E07000169,2022 Q2,Completions,building-completions,100,Private Enterprise
E07000169,2022 Q3,Completions,building-completions,50,Private Enterprise
E07000169,Year ending 2022-09-30,Completions,building-completions,340,Private Enterprise
E07000169,2022 Q3,Completions,building-completions,60,All
E07000169,Year ending 2022-09-30,Completions,building-completions,390,All
E07000169,2022 Q1,Completions,building-completions,90,All
E07000169,Year ending 2022-03-31,Completions,building-completions,440,All
E07000169,2022 Q2,Completions,building-completions,120,All
E07000169,Year ending 2022-06-30,Completions,building-completions,440,All
E07000142,Year ending 2022-03-31,Completions,building-completions,50,Housing Association
E07000142,2022 Q1,Completions,building-completions,30,Housing Association
E07000142,2022 Q3,Completions,building-completions,0,Housing Association
E07000142,Year ending 2022-09-30,Completions,building-completions,80,Housing Association
E07000142,2022 Q2,Completions,building-completions,40,Housing Association
E07000142,Year ending 2022-06-30,Completions,building-completions,80,Housing Association
E07000142,2022 Q2,Completions,building-completions,0,Local Authority
E07000142,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000142,2022 Q3,Completions,building-completions,0,Local Authority
E07000142,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000142,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000142,2022 Q1,Completions,building-completions,0,Local Authority
E07000142,2022 Q1,Completions,building-completions,100,Private Enterprise
E07000142,Year ending 2022-03-31,Completions,building-completions,450,Private Enterprise
E07000142,Year ending 2022-06-30,Completions,building-completions,460,Private Enterprise
E07000142,2022 Q2,Completions,building-completions,120,Private Enterprise
E07000142,2022 Q3,Completions,building-completions,150,Private Enterprise
E07000142,Year ending 2022-09-30,Completions,building-completions,510,Private Enterprise
E07000142,2022 Q3,Completions,building-completions,150,All
E07000142,Year ending 2022-09-30,Completions,building-completions,580,All
E07000142,2022 Q1,Completions,building-completions,140,All
E07000142,Year ending 2022-03-31,Completions,building-completions,500,All
E07000142,2022 Q2,Completions,building-completions,160,All
E07000142,Year ending 2022-06-30,Completions,building-completions,540,All
E06000012,Year ending 2022-03-31,Completions,building-completions,30,Housing Association
E06000012,2022 Q1,Completions,building-completions,20,Housing Association
E06000012,Year ending 2022-09-30,Completions,building-completions,40,Housing Association
E06000012,2022 Q3,Completions,building-completions,10,Housing Association
E06000012,Year ending 2022-06-30,Completions,building-completions,30,Housing Association
E06000012,2022 Q2,Completions,building-completions,10,Housing Association
E06000012,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000012,2022 Q3,Completions,building-completions,0,Local Authority
E06000012,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000012,2022 Q2,Completions,building-completions,0,Local Authority
E06000012,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000012,2022 Q1,Completions,building-completions,0,Local Authority
E06000012,2022 Q1,Completions,building-completions,60,Private Enterprise
E06000012,Year ending 2022-03-31,Completions,building-completions,300,Private Enterprise
E06000012,2022 Q2,Completions,building-completions,150,Private Enterprise
E06000012,Year ending 2022-06-30,Completions,building-completions,370,Private Enterprise
E06000012,Year ending 2022-09-30,Completions,building-completions,400,Private Enterprise
E06000012,2022 Q3,Completions,building-completions,90,Private Enterprise
E06000012,Year ending 2022-09-30,Completions,building-completions,430,All
E06000012,2022 Q3,Completions,building-completions,100,All
E06000012,2022 Q1,Completions,building-completions,80,All
E06000012,Year ending 2022-03-31,Completions,building-completions,330,All
E06000012,Year ending 2022-06-30,Completions,building-completions,400,All
E06000012,2022 Q2,Completions,building-completions,160,All
E07000137,2022 Q1,Completions,building-completions,20,Housing Association
E07000137,Year ending 2022-03-31,Completions,building-completions,30,Housing Association
E07000137,2022 Q3,Completions,building-completions,20,Housing Association
E07000137,Year ending 2022-09-30,Completions,building-completions,50,Housing Association
E07000137,2022 Q2,Completions,building-completions,0,Housing Association
E07000137,Year ending 2022-06-30,Completions,building-completions,20,Housing Association
E07000137,2022 Q2,Completions,building-completions,0,Local Authority
E07000137,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000137,2022 Q3,Completions,building-completions,0,Local Authority
E07000137,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000137,2022 Q1,Completions,building-completions,0,Local Authority
E07000137,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000137,Year ending 2022-03-31,Completions,building-completions,480,Private Enterprise
E07000137,2022 Q1,Completions,building-completions,90,Private Enterprise
E07000137,Year ending 2022-06-30,Completions,building-completions,490,Private Enterprise
E07000137,2022 Q2,Completions,building-completions,120,Private Enterprise
E07000137,2022 Q3,Completions,building-completions,100,Private Enterprise
E07000137,Year ending 2022-09-30,Completions,building-completions,420,Private Enterprise
E07000137,2022 Q3,Completions,building-completions,120,All
E07000137,Year ending 2022-09-30,Completions,building-completions,470,All
E07000137,Year ending 2022-03-31,Completions,building-completions,510,All
E07000137,2022 Q1,Completions,building-completions,110,All
E07000137,2022 Q2,Completions,building-completions,120,All
E07000137,Year ending 2022-06-30,Completions,building-completions,510,All
E08000016,Year ending 2022-03-31,Completions,building-completions,20,Housing Association
E08000016,2022 Q1,Completions,building-completions,0,Housing Association
E08000016,2022 Q3,Completions,building-completions,10,Housing Association
E08000016,Year ending 2022-09-30,Completions,building-completions,20,Housing Association
E08000016,2022 Q2,Completions,building-completions,10,Housing Association
E08000016,Year ending 2022-06-30,Completions,building-completions,30,Housing Association
E08000016,2022 Q2,Completions,building-completions,0,Local Authority
E08000016,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E08000016,2022 Q3,Completions,building-completions,0,Local Authority
E08000016,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E08000016,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E08000016,2022 Q1,Completions,building-completions,0,Local Authority
E08000016,2022 Q1,Completions,building-completions,120,Private Enterprise
E08000016,Year ending 2022-03-31,Completions,building-completions,530,Private Enterprise
E08000016,Year ending 2022-06-30,Completions,building-completions,630,Private Enterprise
E08000016,2022 Q2,Completions,building-completions,210,Private Enterprise
E08000016,2022 Q3,Completions,building-completions,160,Private Enterprise
E08000016,Year ending 2022-09-30,Completions,building-completions,690,Private Enterprise
E08000016,2022 Q3,Completions,building-completions,170,All
E08000016,Year ending 2022-09-30,Completions,building-completions,710,All
E08000016,2022 Q1,Completions,building-completions,120,All
E08000016,Year ending 2022-03-31,Completions,building-completions,540,All
E08000016,2022 Q2,Completions,building-completions,220,All
E08000016,Year ending 2022-06-30,Completions,building-completions,660,All
E07000040,2022 Q1,Completions,building-completions,40,Housing Association
E07000040,Year ending 2022-03-31,Completions,building-completions,240,Housing Association
E07000040,Year ending 2022-09-30,Completions,building-completions,180,Housing Association
E07000040,2022 Q3,Completions,building-completions,30,Housing Association
E07000040,2022 Q2,Completions,building-completions,30,Housing Association
E07000040,Year ending 2022-06-30,Completions,building-completions,190,Housing Association
E07000040,2022 Q2,Completions,building-completions,0,Local Authority
E07000040,2022 Q3,Completions,building-completions,0,Local Authority
E07000040,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000040,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000040,2022 Q1,Completions,building-completions,0,Local Authority
E07000040,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000040,Year ending 2022-03-31,Completions,building-completions,660,Private Enterprise
E07000040,2022 Q1,Completions,building-completions,130,Private Enterprise
E07000040,Year ending 2022-06-30,Completions,building-completions,660,Private Enterprise
E07000040,2022 Q2,Completions,building-completions,210,Private Enterprise
E07000040,Year ending 2022-09-30,Completions,building-completions,660,Private Enterprise
E07000040,2022 Q3,Completions,building-completions,160,Private Enterprise
E07000040,Year ending 2022-09-30,Completions,building-completions,840,All
E07000040,2022 Q3,Completions,building-completions,190,All
E07000040,Year ending 2022-03-31,Completions,building-completions,900,All
E07000040,2022 Q1,Completions,building-completions,170,All
E07000040,2022 Q2,Completions,building-completions,240,All
E07000040,Year ending 2022-06-30,Completions,building-completions,850,All
E07000239,Year ending 2022-03-31,Completions,building-completions,90,Housing Association
E07000239,2022 Q1,Completions,building-completions,20,Housing Association
E07000239,2022 Q3,Completions,building-completions,70,Housing Association
E07000239,Year ending 2022-09-30,Completions,building-completions,110,Housing Association
E07000239,2022 Q2,Completions,building-completions,10,Housing Association
E07000239,Year ending 2022-06-30,Completions,building-completions,50,Housing Association
E07000239,Year ending 2022-06-30,Completions,building-completions,30,Local Authority
E07000239,Year ending 2022-09-30,Completions,building-completions,20,Local Authority
E07000239,2022 Q3,Completions,building-completions,0,Local Authority
E07000239,2022 Q2,Completions,building-completions,20,Local Authority
E07000239,Year ending 2022-03-31,Completions,building-completions,10,Local Authority
E07000239,2022 Q1,Completions,building-completions,0,Local Authority
E07000239,2022 Q1,Completions,building-completions,40,Private Enterprise
E07000239,Year ending 2022-03-31,Completions,building-completions,120,Private Enterprise
E07000239,Year ending 2022-06-30,Completions,building-completions,120,Private Enterprise
E07000239,2022 Q2,Completions,building-completions,40,Private Enterprise
E07000239,2022 Q3,Completions,building-completions,20,Private Enterprise
E07000239,Year ending 2022-09-30,Completions,building-completions,120,Private Enterprise
E07000239,2022 Q3,Completions,building-completions,90,All
E07000239,Year ending 2022-09-30,Completions,building-completions,260,All
E07000239,2022 Q1,Completions,building-completions,50,All
E07000239,Year ending 2022-03-31,Completions,building-completions,220,All
E07000239,2022 Q2,Completions,building-completions,60,All
E07000239,Year ending 2022-06-30,Completions,building-completions,190,All
E07000235,Year ending 2022-03-31,Completions,building-completions,110,Housing Association
E07000235,2022 Q1,Completions,building-completions,0,Housing Association
E07000235,2022 Q3,Completions,building-completions,20,Housing Association
E07000235,Year ending 2022-09-30,Completions,building-completions,70,Housing Association
E07000235,2022 Q2,Completions,building-completions,10,Housing Association
E07000235,Year ending 2022-06-30,Completions,building-completions,100,Housing Association
E07000235,2022 Q2,Completions,building-completions,0,Local Authority
E07000235,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000235,2022 Q3,Completions,building-completions,0,Local Authority
E07000235,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000235,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000235,2022 Q1,Completions,building-completions,0,Local Authority
E07000235,2022 Q1,Completions,building-completions,50,Private Enterprise
E07000235,Year ending 2022-03-31,Completions,building-completions,270,Private Enterprise
E07000235,Year ending 2022-06-30,Completions,building-completions,240,Private Enterprise
E07000235,2022 Q2,Completions,building-completions,60,Private Enterprise
E07000235,2022 Q3,Completions,building-completions,50,Private Enterprise
E07000235,Year ending 2022-09-30,Completions,building-completions,240,Private Enterprise
E07000235,2022 Q3,Completions,building-completions,60,All
E07000235,Year ending 2022-09-30,Completions,building-completions,300,All
E07000235,2022 Q1,Completions,building-completions,60,All
E07000235,Year ending 2022-03-31,Completions,building-completions,380,All
E07000235,2022 Q2,Completions,building-completions,70,All
E07000235,Year ending 2022-06-30,Completions,building-completions,350,All
E08000031,2022 Q1,Completions,building-completions,0,Housing Association
E08000031,Year ending 2022-03-31,Completions,building-completions,20,Housing Association
E08000031,2022 Q3,Completions,building-completions,0,Housing Association
E08000031,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E08000031,2022 Q2,Completions,building-completions,0,Housing Association
