FeatureCode,DateCode,Measurement,Units,Value,Tenure
E07000208,Year ending 2022-03-31,Completions,building-completions,90,Private Enterprise
E07000208,Year ending 2022-06-30,Completions,building-completions,100,Private Enterprise
E07000208,2022 Q2,Completions,building-completions,20,Private Enterprise
E07000208,Year ending 2022-09-30,Completions,building-completions,130,Private Enterprise
E07000208,2022 Q3,Completions,building-completions,50,Private Enterprise
E07000208,Year ending 2022-09-30,Completions,building-completions,170,All
E07000208,2022 Q3,Completions,building-completions,80,All
E07000208,Year ending 2022-03-31,Completions,building-completions,90,All
E07000208,2022 Q1,Completions,building-completions,30,All
E07000208,2022 Q2,Completions,building-completions,30,All
E07000208,Year ending 2022-06-30,Completions,building-completions,110,All
E09000029,2022 Q1,Completions,building-completions,10,Housing Association
E09000029,Year ending 2022-03-31,Completions,building-completions,10,Housing Association
E09000029,Year ending 2022-09-30,Completions,building-completions,30,Housing Association
E09000029,2022 Q3,Completions,building-completions,0,Housing Association
E09000029,2022 Q2,Completions,building-completions,20,Housing Association
E09000029,Year ending 2022-06-30,Completions,building-completions,20,Housing Association
E09000029,2022 Q2,Completions,building-completions,30,Local Authority
E09000029,2022 Q3,Completions,building-completions,0,Local Authority
E09000029,Year ending 2022-09-30,Completions,building-completions,40,Local Authority
E09000029,Year ending 2022-06-30,Completions,building-completions,30,Local Authority
E09000029,2022 Q1,Completions,building-completions,0,Local Authority
E09000029,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000029,Year ending 2022-03-31,Completions,building-completions,110,Private Enterprise
E09000029,2022 Q1,Completions,building-completions,10,Private Enterprise
E09000029,Year ending 2022-06-30,Completions,building-completions,210,Private Enterprise
E09000029,2022 Q2,Completions,building-completions,120,Private Enterprise
E09000029,Year ending 2022-09-30,Completions,building-completions,250,Private Enterprise
E09000029,2022 Q3,Completions,building-completions,70,Private Enterprise
E09000029,Year ending 2022-09-30,Completions,building-completions,310,All
E09000029,2022 Q3,Completions,building-completions,70,All
E09000029,Year ending 2022-03-31,Completions,building-completions,120,All
E09000029,2022 Q1,Completions,building-completions,20,All
E09000029,2022 Q2,Completions,building-completions,170,All
E09000029,Year ending 2022-06-30,Completions,building-completions,270,All
E07000211,2022 Q1,Completions,building-completions,30,Housing Association
E07000211,Year ending 2022-03-31,Completions,building-completions,60,Housing Association
E07000211,Year ending 2022-09-30,Completions,building-completions,100,Housing Association
E07000211,2022 Q3,Completions,building-completions,20,Housing Association
E07000211,2022 Q2,Completions,building-completions,30,Housing Association
E07000211,Year ending 2022-06-30,Completions,building-completions,80,Housing Association
E07000211,2022 Q2,Completions,building-completions,0,Local Authority
E07000211,2022 Q3,Completions,building-completions,0,Local Authority
E07000211,Year ending 2022-09-30,Completions,building-completions,40,Local Authority
E07000211,Year ending 2022-06-30,Completions,building-completions,30,Local Authority
E07000211,2022 Q1,Completions,building-completions,0,Local Authority
E07000211,Year ending 2022-03-31,Completions,building-completions,60,Local Authority
E07000211,Year ending 2022-03-31,Completions,building-completions,530,Private Enterprise
E07000211,2022 Q1,Completions,building-completions,130,Private Enterprise
E07000211,Year ending 2022-06-30,Completions,building-completions,570,Private Enterprise
E07000211,2022 Q2,Completions,building-completions,130,Private Enterprise
E07000211,Year ending 2022-09-30,Completions,building-completions,570,Private Enterprise
E07000211,2022 Q3,Completions,building-completions,90,Private Enterprise
E07000211,Year ending 2022-09-30,Completions,building-completions,700,All
E07000211,2022 Q3,Completions,building-completions,110,All
E07000211,Year ending 2022-03-31,Completions,building-completions,640,All
E07000211,2022 Q1,Completions,building-completions,160,All
E07000211,2022 Q2,Completions,building-completions,160,All
E07000211,Year ending 2022-06-30,Completions,building-completions,680,All
E09000024,2022 Q1,Completions,building-completions,0,Housing Association
E09000024,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E09000024,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E09000024,2022 Q3,Completions,building-completions,0,Housing Association
E09000024,2022 Q2,Completions,building-completions,0,Housing Association
E09000024,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E09000024,2022 Q2,Completions,building-completions,0,Local Authority
E09000024,2022 Q3,Completions,building-completions,0,Local Authority
E09000024,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E09000024,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E09000024,2022 Q1,Completions,building-completions,0,Local Authority
E09000024,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000024,Year ending 2022-03-31,Completions,building-completions,740,Private Enterprise
E09000024,2022 Q1,Completions,building-completions,620,Private Enterprise
E09000024,Year ending 2022-06-30,Completions,building-completions,660,Private Enterprise
E09000024,2022 Q2,Completions,building-completions,10,Private Enterprise
E09000024,Year ending 2022-09-30,Completions,building-completions,670,Private Enterprise
E09000024,2022 Q3,Completions,building-completions,30,Private Enterprise
E09000024,Year ending 2022-09-30,Completions,building-completions,670,All
E09000024,2022 Q3,Completions,building-completions,30,All
E09000024,Year ending 2022-03-31,Completions,building-completions,740,All
E09000024,2022 Q1,Completions,building-completions,620,All
E09000024,2022 Q2,Completions,building-completions,10,All
E09000024,Year ending 2022-06-30,Completions,building-completions,660,All
E06000016,2022 Q1,Completions,building-completions,30,Housing Association
E06000016,Year ending 2022-03-31,Completions,building-completions,100,Housing Association
E06000016,Year ending 2022-09-30,Completions,building-completions,80,Housing Association
E06000016,2022 Q3,Completions,building-completions,10,Housing Association
E06000016,Year ending 2022-06-30,Completions,building-completions,100,Housing Association
E06000016,2022 Q2,Completions,building-completions,10,Housing Association
E06000016,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E06000016,2022 Q3,Completions,building-completions,0,Local Authority
E06000016,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E06000016,2022 Q2,Completions,building-completions,0,Local Authority
E06000016,2022 Q1,Completions,building-completions,0,Local Authority
E06000016,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E06000016,Year ending 2022-03-31,Completions,building-completions,170,Private Enterprise
E06000016,2022 Q1,Completions,building-completions,60,Private Enterprise
E06000016,2022 Q2,Completions,building-completions,60,Private Enterprise
E06000016,Year ending 2022-06-30,Completions,building-completions,190,Private Enterprise
E06000016,Year ending 2022-09-30,Completions,building-completions,220,Private Enterprise
E06000016,2022 Q3,Completions,building-completions,50,Private Enterprise
E06000016,Year ending 2022-09-30,Completions,building-completions,310,All
E06000016,2022 Q3,Completions,building-completions,60,All
E06000016,Year ending 2022-03-31,Completions,building-completions,270,All
E06000016,2022 Q1,Completions,building-completions,100,All
E06000016,Year ending 2022-06-30,Completions,building-completions,290,All
E06000016,2022 Q2,Completions,building-completions,70,All
E07000129,2022 Q1,Completions,building-completions,10,Housing Association
E07000129,Year ending 2022-03-31,Completions,building-completions,60,Housing Association
E07000129,2022 Q3,Completions,building-completions,10,Housing Association
E07000129,Year ending 2022-09-30,Completions,building-completions,70,Housing Association
E07000129,2022 Q2,Completions,building-completions,30,Housing Association
E07000129,Year ending 2022-06-30,Completions,building-completions,70,Housing Association
E07000129,2022 Q2,Completions,building-completions,0,Local Authority
E07000129,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000129,2022 Q3,Completions,building-completions,0,Local Authority
E07000129,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000129,2022 Q1,Completions,building-completions,0,Local Authority
E07000129,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000129,Year ending 2022-03-31,Completions,building-completions,190,Private Enterprise
E07000129,2022 Q1,Completions,building-completions,60,Private Enterprise
E07000129,Year ending 2022-06-30,Completions,building-completions,190,Private Enterprise
E07000129,2022 Q2,Completions,building-completions,40,Private Enterprise
E07000129,2022 Q3,Completions,building-completions,40,Private Enterprise
E07000129,Year ending 2022-09-30,Completions,building-completions,180,Private Enterprise
E07000129,2022 Q3,Completions,building-completions,50,All
E07000129,Year ending 2022-09-30,Completions,building-completions,240,All
E07000129,Year ending 2022-03-31,Completions,building-completions,250,All
E07000129,2022 Q1,Completions,building-completions,60,All
E07000129,2022 Q2,Completions,building-completions,60,All
E07000129,Year ending 2022-06-30,Completions,building-completions,260,All
E07000132,Year ending 2022-03-31,Completions,building-completions,100,Housing Association
E07000132,2022 Q1,Completions,building-completions,40,Housing Association
E07000132,Year ending 2022-09-30,Completions,building-completions,170,Housing Association
E07000132,2022 Q3,Completions,building-completions,40,Housing Association
E07000132,Year ending 2022-06-30,Completions,building-completions,150,Housing Association
